"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test case tests Production wise SAL when Default Criteria in Policy is selected for each Equipment mapped to Production","5751","Test Production wise SAL for Default Criteria","tests.scenarios","Tue Dec 17 15:39:25 IST 2024","passed","Tue Dec 17 15:39:30 IST 2024","TestLimitOnProduction","test_limit_productions","",""
"This method is used to update the details of cleaning agent from master data","66","Update the details of any one cleaning agent from master data","tests.unit.master_data","Tue Dec 17 18:05:56 IST 2024","passed","Tue Dec 17 18:05:56 IST 2024","TestCleaningAgentMasterData","test_cleaning_agent_master_data","",""
"This test case tests API to Create Protocol microbial residue verification for split when select based on policy for fungal & bacterial of direct, and  for bacterial & fungal of Indirect when default surface unit is sqcm and volume is L","15902","Create Protocol for microbial residue verification for non split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:59:44 IST 2024","passed","Tue Dec 17 17:00:00 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to create an inspection on equipment and validate the Endotoxin residue verification Endotoxin samples for custom SAL","16427","Create Inspection on Equipment & Validate the Endotoxin Residue Verification Endotoxin Samples for custom SAL","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 15:58:26 IST 2024","passed","Tue Dec 17 15:58:43 IST 2024","TestInspectionMultiProductionProtocolCustom","test_multi_production_protocol_inspcetion_custom","",""
"This test case tests API to Create Protocol microbial residue verification for split when select based on policy for fungal and custom for bacterial of direct and custom for fungal and based on policy for bacterial indirect","18396","Create Protocol for microbial residue verification for split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:58:18 IST 2024","passed","Tue Dec 17 16:58:37 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case test API to validate study inspection for bioburden fungal residue verification details when new parameters are added using configure run form fields","56131","Validate study inspection for bioburden fungal residue verification details when new parameters are added","tests.scenarios.configure_run_form_fields","Tue Dec 17 15:50:32 IST 2024","passed","Tue Dec 17 15:51:28 IST 2024","TestConfigureRunFormFieldsScenarios","test_configure_run_form_field","",""
"This method is used to archive the assessment attribute in sampling location assessment","52","Archive the assessment attribute","tests.unit.settings.sampling_location_assessment","Tue Dec 17 18:06:15 IST 2024","passed","Tue Dec 17 18:06:15 IST 2024","TestSamplingLocationAssessment","test_sampling_location_assessment","",""
"This Test case test API to get all Nitrosamine details list in facility","22","Get Nitrosamine Details","tests.unit.offline_study","Tue Dec 17 18:06:04 IST 2024","passed","Tue Dec 17 18:06:04 IST 2024","TestOfflineStudy","test_offline_study","",""
"This test case tests API to Validate the samples when cleaning agent sal for cleaning agent residue verification and based on policy for indirect","13767","Validate the samples when cleaning agent sal for cleaning agent residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:02:38 IST 2024","passed","Tue Dec 17 17:02:52 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Create Protocol custom for TOC residue verification","3087","Create Protocol and select custom for TOC residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:49:37 IST 2024","passed","Tue Dec 17 16:49:40 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This method is used to get details of archive Intermediate from master data","0","Get details of Intermediate  from master data","tests.unit.master_data","Tue Dec 17 18:05:57 IST 2024","skipped","Tue Dec 17 18:05:57 IST 2024","TestIntermediateMasterData","test_intemediate_master_data","",""
"This test case tests API to Create Protocol bioburden residue verification for split when select based on policy for indirect fungal and custom for bacterial","14461","Create Protocol for bioburden residue verification for split & when select based on policy for indirect fungal and custom for bacterial","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:52:11 IST 2024","passed","Tue Dec 17 16:52:26 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Validate the absent on sample limits of Protocol bioburden Endotoxin residue verification when select zero in microbial policy for rinse samples for non-split on sample limit and summary page","15849","Validate the absent on sample limits of Protocol bioburden Endotoxin residue verification when select zero in microbial policy for rinse samples for non-split on sample limit and summary page","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:36:29 IST 2024","passed","Tue Dec 17 17:36:45 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case test API to Validate the audit logs details for change batch size productionsquick action","425","Validate the audit logs details for change batch size productions","tests.scenarios.audit_logs","Tue Dec 17 18:06:37 IST 2024","passed","Tue Dec 17 18:06:37 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case tests API to Validate the sampling profile when select based on policy for atomic absorption residue verification","7118","Validate the sampling profile when select based on policy for atomic absorption residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:05:41 IST 2024","passed","Tue Dec 17 17:05:48 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Create Protocol based on policy for conductivity residue verification","2595","Create Protocol and select based on policy for conductivity residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:49:52 IST 2024","passed","Tue Dec 17 16:49:54 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This method is used to Unarchive the cleaning agent from master data","67","Unarchive the cleaning agent from master data","tests.unit.master_data","Tue Dec 17 18:05:56 IST 2024","passed","Tue Dec 17 18:05:56 IST 2024","TestCleaningAgentMasterData","test_cleaning_agent_master_data","",""
"This test case tests API to Validate the absent on sample limit and summary page of Protocol microbial Endotoxin residue verification when select zero in microbial policy for room grade swab & rinse samples for split","17251","Validate the absent on sample limit and summary page of Protocol microbial Endotoxin residue verification when select zero in microbial policy for room grade swab & rinse samples for split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:53:33 IST 2024","passed","Tue Dec 17 17:53:51 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case tests API to Create Protocol for Endotoxin residue verification and validate the sample limits when select based on policy for direct and indirect when surface unit is SQM and volume unit is ML","26403","Validate the sample limits of Endotoxin residue verification for direct indirect bop when unit is SQM and ML","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:07:18 IST 2024","passed","Tue Dec 17 17:07:44 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Create Protocol microbial residue verification for split when select based on policy for fungal & bacterial of direct, and  for bacterial & fungal of Indirect when default surface unit is sqcm and volume is ml","12628","Create Protocol for microbial residue verification for non split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:58:59 IST 2024","passed","Tue Dec 17 16:59:11 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade swab & rinse & split","19252","Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade swab & rinse & split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:49:38 IST 2024","passed","Tue Dec 17 17:49:57 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in mg/ml","0","Test the swab & rinse limit of equipment map to production for Intermediate","tests.scenarios","Tue Dec 17 15:34:02 IST 2024","skipped","Tue Dec 17 15:34:02 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case tests API to Create Protocol for toc residue verification and validate the final summary details for custom policy","7713","Validate the toc residue verification final summary page for custom policy","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:27:03 IST 2024","failed","Tue Dec 17 17:27:11 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Validate the samples when cleaning agent sal for cleaning agent residue verification and based on policy for indirect","8231","Validate the samples when cleaning agent sal for cleaning agent residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:05:10 IST 2024","passed","Tue Dec 17 17:05:18 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case gets details of all sampling type present in facility","13","Get Sampling type details","tests.unit.production","Tue Dec 17 18:06:11 IST 2024","passed","Tue Dec 17 18:06:11 IST 2024","TestSamplingLocation","test_sample_location","",""
